id,name_en,name_hi,name_mr,aliases,category,lat,lng,area,desc_en,desc_hi,desc_mr,timings,phone,open24x7,accessible,verified_by,verified_on,verified_source
seva-medical-satpur,Seva Medical,सेवा मेडिकल,सेवा मेडिकल,seva medical store,chemist,19.96893,73.72892,Satpur,A medical store in Satpur.,सातपुर में एक दवा की दुकान।,सातपूर मधील औषध दुकान.,,,,,claude-osm,2026-09-16,https://www.openstreetmap.org/node/13541184951
toilet-near-mela-bus-stand,Public Toilet near Mela Bus Stand,मेला बस स्टैंड के पास शौचालय,मेळा बस स्थानकाजवळ शौचालय,mela stand toilet|sulabh,toilet,19.99451,73.77887,City,Public toilet in City.,नासिक शहर में सार्वजनिक शौचालय।,नाशिक शहर मधील सार्वजनिक शौचालय.,,,,,claude-osm,2026-09-16,https://www.openstreetmap.org/node/11373727719
toilet-nashik-road-south,"Public Toilet, Nashik Road (south)","सार्वजनिक शौचालय, नासिक रोड (दक्षिण)","सार्वजनिक शौचालय, नाशिक रोड (दक्षिण)",nashik road toilet,toilet,19.94670,73.84364,Nashik Road,Public toilet in Nashik Road.,नासिक रोड में सार्वजनिक शौचालय।,नाशिक रोड मधील सार्वजनिक शौचालय.,,,,,claude-osm,2026-09-16,https://www.openstreetmap.org/node/14170162832
water-nashik-road-south,"Drinking Water, Nashik Road (south)","पीने का पानी, नासिक रोड (दक्षिण)","पिण्याचे पाणी, नाशिक रोड (दक्षिण)",nashik road water|pani,water,19.94924,73.84249,Nashik Road,Drinking water point in Nashik Road.,नासिक रोड में पीने के पानी की जगह।,नाशिक रोड मधील पिण्याच्या पाण्याची सोय.,,,,,claude-osm,2026-09-16,https://www.openstreetmap.org/node/13517529154
hotel-panchvati,Panchvati Hotel,पंचवटी होटल,पंचवटी हॉटेल,panchavati hotel,stay,20.00561,73.78579,Panchavati,A hotel in Panchavati.,पंचवटी में एक होटल।,पंचवटी मधील हॉटेल.,,,,,claude-osm,2026-09-16,https://www.openstreetmap.org/node/4071843004
hotel-royal-heritage,Royal Heritage,रॉयल हेरिटेज,रॉयल हेरिटेज,royal heritage hotel,stay,19.99790,73.78600,City,A hotel in City.,नासिक शहर में एक होटल।,नाशिक शहर मधील हॉटेल.,,,,,claude-osm,2026-09-16,https://www.openstreetmap.org/node/3996711391
hotel-sri-jai-palace,Hotel Sri Jai Palace,होटल श्री जय पैलेस,हॉटेल श्री जय पॅलेस,jai palace,stay,20.00460,73.80286,Tapovan,A hotel in Tapovan.,तपोवन में एक होटल।,तपोवन मधील हॉटेल.,,,,,claude-osm,2026-09-16,https://www.openstreetmap.org/node/1671916233
hotel-dwarka,Hotel Dwarka,होटल द्वारका,हॉटेल द्वारका,dwarka hotel,stay,19.99393,73.79784,Dwarka,A hotel in Dwarka.,द्वारका में एक होटल।,द्वारका मधील हॉटेल.,,,,,claude-osm,2026-09-16,https://www.openstreetmap.org/node/1671920721
holiday-inn-express-nashik,Holiday Inn Express,हॉलिडे इन एक्सप्रेस,हॉलिडे इन एक्सप्रेस,holiday inn,stay,19.97159,73.77481,Mumbai Naka,A hotel in Mumbai Naka.,मुंबई नाका में एक होटल।,मुंबई नाका मधील हॉटेल.,,,,,claude-osm,2026-09-16,https://www.openstreetmap.org/node/13477059849
hotel-dwarka-inn-trimbak,Hotel Dwarka Inn,होटल द्वारका इन,हॉटेल द्वारका इन,dwarka inn trimbak,stay,19.94148,73.54171,Trimbakeshwar,A hotel in Trimbakeshwar.,त्र्यंबकेश्वर में एक होटल।,त्र्यंबकेश्वर मधील हॉटेल.,,,,,claude-osm,2026-09-16,https://www.openstreetmap.org/node/11907166497
annapurna-restaurant,Annapurna,अन्नपूर्णा,अन्नपूर्णा,annapurna hotel,food,20.00472,73.78521,Panchavati,A restaurant in Panchavati.,पंचवटी में एक भोजनालय।,पंचवटी मधील उपाहारगृह.,,,,,claude-osm,2026-09-16,https://www.openstreetmap.org/node/4846718926
hotel-shiv-sagar-trimbak,Hotel Shiv Sagar,होटल शिव सागर,हॉटेल शिव सागर,shivsagar trimbak,food,19.94014,73.53974,Trimbakeshwar,A restaurant in Trimbakeshwar.,त्र्यंबकेश्वर में एक भोजनालय।,त्र्यंबकेश्वर मधील उपाहारगृह.,,,,,claude-osm,2026-09-16,https://www.openstreetmap.org/node/11907132364
hotel-zakkas-pure-veg,Hotel Zakkas Pure Veg,होटल झक्कास प्योर वेज,हॉटेल झक्कास प्युअर व्हेज,zakkas,food,20.03179,73.81360,Upnagar,A restaurant in Upnagar.,उपनगर में एक भोजनालय।,उपनगर मधील उपाहारगृह.,,,,,claude-osm,2026-09-16,https://www.openstreetmap.org/way/574967028
maharashtra-darbar,Maharashtra Darbar,महाराष्ट्र दरबार,महाराष्ट्र दरबार,maharashtra darbar thali,food,19.98991,73.72404,Satpur,A restaurant in Satpur.,सातपुर में एक भोजनालय।,सातपूर मधील उपाहारगृह.,,,,,claude-osm,2026-09-16,https://www.openstreetmap.org/node/11416658232
mangoville-misal,Mangoville Misal,मैंगोविल मिसल,मँगोव्हिल मिसळ,mangoville|misal gangapur,food,20.02076,73.74085,Gangapur Road,A restaurant in Gangapur Road.,गंगापुर रोड में एक भोजनालय।,गंगापूर रोड मधील उपाहारगृह.,,,,,claude-osm,2026-09-16,https://www.openstreetmap.org/node/11618147517
kaka-ka-dhaba,Kaka Ka Dhaba,काका का ढाबा,काका का ढाबा,kaka dhaba,food,19.97313,73.77473,Mumbai Naka,A restaurant in Mumbai Naka.,मुंबई नाका में एक भोजनालय।,मुंबई नाका मधील उपाहारगृह.,,,,,claude-osm,2026-09-16,https://www.openstreetmap.org/node/13477059851
auto-stand-nashik-road-station,"Auto Rickshaw Stand, Nashik Road Station","ऑटो रिक्शा स्टैंड, नासिक रोड स्टेशन","ऑटो रिक्षा स्टँड, नाशिक रोड स्टेशन",auto stand|rickshaw stand|auto rickshaw|rickshaw|auto|taxi|ऑटो स्टैंड|रिक्षा स्टँड,transport,19.94787,73.84141,Nashik Road,Auto rickshaw stand outside Nashik Road railway station.,नासिक रोड रेलवे स्टेशन के बाहर ऑटो रिक्शा स्टैंड।,नाशिक रोड रेल्वे स्थानकाबाहेरील ऑटो रिक्षा स्टँड.,,,true,,claude-osm,2026-09-16,https://www.openstreetmap.org/node/13484807839
tapovan-city-bus-depot,Tapovan City Bus Depot,तपोवन सिटी बस डिपो,तपोवन सिटी बस डेपो,bus stop|city bus|citilinc|bus|बस स्टॉप|बस थांबा,transport,20.00961,73.80971,Tapovan,Depot for Nashik city buses (Citilinc) in Tapovan.,तपोवन में नासिक सिटी बसों (सिटीलिंक) का डिपो।,तपोवन मधील नाशिक शहर बसचे (सिटीलिंक) डेपो.,,,,,claude-osm,2026-09-16,https://www.openstreetmap.org/way/1336447072
bus-stop-raviwar-karanja,Raviwar Karanja Bus Stop,रविवार कारंजा बस स्टॉप,रविवार कारंजा बस थांबा,bus stop|city bus|citilinc|bus|बस स्टॉप|बस थांबा,transport,20.00567,73.78809,Panchavati,City bus stop in Panchavati. Nashik city buses (Citilinc) stop here.,पंचवटी में सिटी बस स्टॉप। नासिक सिटी बसें (सिटीलिंक) यहाँ रुकती हैं।,पंचवटी मधील शहर बस थांबा. नाशिक शहर बस (सिटीलिंक) येथे थांबतात.,,,,,claude-osm,2026-09-16,https://www.openstreetmap.org/node/13475353248
bus-stop-panchavati-karanja,Panchavati Karanja Bus Stop,पंचवटी कारंजा बस स्टॉप,पंचवटी कारंजा बस थांबा,bus stop|city bus|citilinc|bus|बस स्टॉप|बस थांबा,transport,20.00980,73.79465,Panchavati,City bus stop in Panchavati. Nashik city buses (Citilinc) stop here.,पंचवटी में सिटी बस स्टॉप। नासिक सिटी बसें (सिटीलिंक) यहाँ रुकती हैं।,पंचवटी मधील शहर बस थांबा. नाशिक शहर बस (सिटीलिंक) येथे थांबतात.,,,,,claude-osm,2026-09-16,https://www.openstreetmap.org/node/13475353268
bus-stop-shalimar,Shalimar Bus Stop,शालीमार बस स्टॉप,शालिमार बस थांबा,bus stop|city bus|citilinc|bus|बस स्टॉप|बस थांबा,transport,20.00053,73.78682,City,City bus stop in City. Nashik city buses (Citilinc) stop here.,नासिक शहर में सिटी बस स्टॉप। नासिक सिटी बसें (सिटीलिंक) यहाँ रुकती हैं।,नाशिक शहर मधील शहर बस थांबा. नाशिक शहर बस (सिटीलिंक) येथे थांबतात.,,,,,claude-osm,2026-09-16,https://www.openstreetmap.org/node/3318873527
bus-stop-dwarka,Dwarka Bus Stop,द्वारका बस स्टॉप,द्वारका बस थांबा,bus stop|city bus|citilinc|bus|बस स्टॉप|बस थांबा,transport,19.99372,73.79718,Dwarka,City bus stop in Dwarka. Nashik city buses (Citilinc) stop here.,द्वारका में सिटी बस स्टॉप। नासिक सिटी बसें (सिटीलिंक) यहाँ रुकती हैं।,द्वारका मधील शहर बस थांबा. नाशिक शहर बस (सिटीलिंक) येथे थांबतात.,,,,,claude-osm,2026-09-16,https://www.openstreetmap.org/node/13481140115
bus-stop-poornima,Poornima Bus Stop,पूर्णिमा बस स्टॉप,पौर्णिमा बस थांबा,bus stop|city bus|citilinc|bus|बस स्टॉप|बस थांबा,transport,19.98890,73.79976,Dwarka,City bus stop in Dwarka. Nashik city buses (Citilinc) stop here.,द्वारका में सिटी बस स्टॉप। नासिक सिटी बसें (सिटीलिंक) यहाँ रुकती हैं।,द्वारका मधील शहर बस थांबा. नाशिक शहर बस (सिटीलिंक) येथे थांबतात.,,,,,claude-osm,2026-09-16,https://www.openstreetmap.org/node/14051285595
bus-stop-govind-nagar,Govind Nagar Bus Stop,गोविंद नगर बस स्टॉप,गोविंद नगर बस थांबा,bus stop|city bus|citilinc|bus|बस स्टॉप|बस थांबा,transport,19.97899,73.77970,City,City bus stop in City. Nashik city buses (Citilinc) stop here.,नासिक शहर में सिटी बस स्टॉप। नासिक सिटी बसें (सिटीलिंक) यहाँ रुकती हैं।,नाशिक शहर मधील शहर बस थांबा. नाशिक शहर बस (सिटीलिंक) येथे थांबतात.,,,,,claude-osm,2026-09-16,https://www.openstreetmap.org/node/13481140111
bus-stop-lekhanagar,Lekhanagar Bus Stop,लेखानगर बस स्टॉप,लेखानगर बस थांबा,bus stop|city bus|citilinc|bus|बस स्टॉप|बस थांबा,transport,19.97298,73.77324,Cidco,City bus stop in Cidco. Nashik city buses (Citilinc) stop here.,सिडको में सिटी बस स्टॉप। नासिक सिटी बसें (सिटीलिंक) यहाँ रुकती हैं।,सिडको मधील शहर बस थांबा. नाशिक शहर बस (सिटीलिंक) येथे थांबतात.,,,,,claude-osm,2026-09-16,https://www.openstreetmap.org/node/13481140135
bus-stop-state-bank-chowk,State Bank Bus Stop,स्टेट बैंक बस स्टॉप,स्टेट बँक बस थांबा,bus stop|city bus|citilinc|bus|बस स्टॉप|बस थांबा,transport,19.96807,73.76880,Cidco,City bus stop in Cidco. Nashik city buses (Citilinc) stop here.,सिडको में सिटी बस स्टॉप। नासिक सिटी बसें (सिटीलिंक) यहाँ रुकती हैं।,सिडको मधील शहर बस थांबा. नाशिक शहर बस (सिटीलिंक) येथे थांबतात.,,,,,claude-osm,2026-09-16,https://www.openstreetmap.org/node/13481140155
bus-stop-pathardi-phata,Pathardi Phata Bus Stop,पाथर्डी फाटा बस स्टॉप,पाथर्डी फाटा बस थांबा,bus stop|city bus|citilinc|bus|बस स्टॉप|बस थांबा,transport,19.95619,73.75798,Pathardi,City bus stop in Pathardi. Nashik city buses (Citilinc) stop here.,पाथर्डी में सिटी बस स्टॉप। नासिक सिटी बसें (सिटीलिंक) यहाँ रुकती हैं।,पाथर्डी मधील शहर बस थांबा. नाशिक शहर बस (सिटीलिंक) येथे थांबतात.,,,,,claude-osm,2026-09-16,https://www.openstreetmap.org/node/13481140121
bus-stop-garware,Garware Bus Stop,गरवारे बस स्टॉप,गरवारे बस थांबा,bus stop|city bus|citilinc|bus|बस स्टॉप|बस थांबा,transport,19.94438,73.74433,Pathardi,City bus stop in Pathardi. Nashik city buses (Citilinc) stop here.,पाथर्डी में सिटी बस स्टॉप। नासिक सिटी बसें (सिटीलिंक) यहाँ रुकती हैं।,पाथर्डी मधील शहर बस थांबा. नाशिक शहर बस (सिटीलिंक) येथे थांबतात.,,,,,claude-osm,2026-09-16,https://www.openstreetmap.org/node/13479339756
bus-stop-ambad-jalkumbh,Ambad Jalkumbh Bus Stop,अंबड जलकुंभ बस स्टॉप,अंबड जलकुंभ बस थांबा,bus stop|city bus|citilinc|bus|बस स्टॉप|बस थांबा,transport,19.96312,73.74001,Ambad,City bus stop in Ambad. Nashik city buses (Citilinc) stop here.,अंबड में सिटी बस स्टॉप। नासिक सिटी बसें (सिटीलिंक) यहाँ रुकती हैं।,अंबड मधील शहर बस थांबा. नाशिक शहर बस (सिटीलिंक) येथे थांबतात.,,,,,claude-osm,2026-09-16,https://www.openstreetmap.org/node/13546459165
bus-stop-nehru-nagar,Nehru Nagar Bus Stop,नेहरू नगर बस स्टॉप,नेहरू नगर बस थांबा,bus stop|city bus|citilinc|bus|बस स्टॉप|बस थांबा,transport,19.96462,73.82359,Nashik Road,City bus stop in Nashik Road. Nashik city buses (Citilinc) stop here.,नासिक रोड में सिटी बस स्टॉप। नासिक सिटी बसें (सिटीलिंक) यहाँ रुकती हैं।,नाशिक रोड मधील शहर बस थांबा. नाशिक शहर बस (सिटीलिंक) येथे थांबतात.,,,,,claude-osm,2026-09-16,https://www.openstreetmap.org/node/13481140114
bus-stop-dsouza-colony,Dsouza Colony Bus Stop,डिसूज़ा कॉलोनी बस स्टॉप,डिसूझा कॉलनी बस थांबा,bus stop|city bus|citilinc|bus|बस स्टॉप|बस थांबा,transport,20.00841,73.75574,Gangapur Road,City bus stop in Gangapur Road. Nashik city buses (Citilinc) stop here.,गंगापुर रोड में सिटी बस स्टॉप। नासिक सिटी बसें (सिटीलिंक) यहाँ रुकती हैं।,गंगापूर रोड मधील शहर बस थांबा. नाशिक शहर बस (सिटीलिंक) येथे थांबतात.,,,,,claude-osm,2026-09-16,https://www.openstreetmap.org/node/14051896477
bus-stop-ujwal-agency,Ujwal Agency Bus Stop,उज्ज्वल एजेंसी बस स्टॉप,उज्ज्वल एजन्सी बस थांबा,bus stop|city bus|citilinc|bus|बस स्टॉप|बस थांबा,transport,19.99245,73.74547,Satpur,City bus stop in Satpur. Nashik city buses (Citilinc) stop here.,सातपुर में सिटी बस स्टॉप। नासिक सिटी बसें (सिटीलिंक) यहाँ रुकती हैं।,सातपूर मधील शहर बस थांबा. नाशिक शहर बस (सिटीलिंक) येथे थांबतात.,,,,,claude-osm,2026-09-16,https://www.openstreetmap.org/node/3318747616
bus-stop-satpur-police-station,Satpur Police Station Bus Stop,सातपुर पुलिस स्टेशन बस स्टॉप,सातपूर पोलीस ठाणे बस थांबा,bus stop|city bus|citilinc|bus|बस स्टॉप|बस थांबा,transport,19.99197,73.74273,Satpur,City bus stop in Satpur. Nashik city buses (Citilinc) stop here.,सातपुर में सिटी बस स्टॉप। नासिक सिटी बसें (सिटीलिंक) यहाँ रुकती हैं।,सातपूर मधील शहर बस थांबा. नाशिक शहर बस (सिटीलिंक) येथे थांबतात.,,,,,claude-osm,2026-09-16,https://www.openstreetmap.org/node/3318747603
bus-stop-satpur-municipal-office,Satpur Municipal Office Bus Stop,सातपुर महानगरपालिका बस स्टॉप,सातपूर महानगरपालिका बस थांबा,bus stop|city bus|citilinc|bus|बस स्टॉप|बस थांबा,transport,19.99130,73.73694,Satpur,City bus stop in Satpur. Nashik city buses (Citilinc) stop here.,सातपुर में सिटी बस स्टॉप। नासिक सिटी बसें (सिटीलिंक) यहाँ रुकती हैं।,सातपूर मधील शहर बस थांबा. नाशिक शहर बस (सिटीलिंक) येथे थांबतात.,,,,,claude-osm,2026-09-16,https://www.openstreetmap.org/node/3318747602
bus-stop-satpur-colony,Satpur Colony Bus Stop,सातपुर कॉलोनी बस स्टॉप,सातपूर कॉलनी बस थांबा,bus stop|city bus|citilinc|bus|बस स्टॉप|बस थांबा,transport,19.98946,73.72418,Satpur,City bus stop in Satpur. Nashik city buses (Citilinc) stop here.,सातपुर में सिटी बस स्टॉप। नासिक सिटी बसें (सिटीलिंक) यहाँ रुकती हैं।,सातपूर मधील शहर बस थांबा. नाशिक शहर बस (सिटीलिंक) येथे थांबतात.,,,,,claude-osm,2026-09-16,https://www.openstreetmap.org/node/3318747599
bus-stop-anandchaya,Anandchaya Bus Stop,आनंदछाया बस स्टॉप,आनंदछाया बस थांबा,bus stop|city bus|citilinc|bus|बस स्टॉप|बस थांबा,transport,19.98948,73.72153,Satpur,City bus stop in Satpur. Nashik city buses (Citilinc) stop here.,सातपुर में सिटी बस स्टॉप। नासिक सिटी बसें (सिटीलिंक) यहाँ रुकती हैं।,सातपूर मधील शहर बस थांबा. नाशिक शहर बस (सिटीलिंक) येथे थांबतात.,,,,,claude-osm,2026-09-16,https://www.openstreetmap.org/node/3318747598
bus-stop-savarkar-nagar,Savarkar Nagar Bus Stop,सावरकर नगर बस स्टॉप,सावरकर नगर बस थांबा,bus stop|city bus|citilinc|bus|बस स्टॉप|बस थांबा,transport,19.98862,73.71915,Satpur,City bus stop in Satpur. Nashik city buses (Citilinc) stop here.,सातपुर में सिटी बस स्टॉप। नासिक सिटी बसें (सिटीलिंक) यहाँ रुकती हैं।,सातपूर मधील शहर बस थांबा. नाशिक शहर बस (सिटीलिंक) येथे थांबतात.,,,,,claude-osm,2026-09-16,https://www.openstreetmap.org/node/3318747597
bus-stop-ashok-nagar,Ashok Nagar Bus Stop,अशोक नगर बस स्टॉप,अशोक नगर बस थांबा,bus stop|city bus|citilinc|bus|बस स्टॉप|बस थांबा,transport,19.99044,73.71287,Satpur,City bus stop in Satpur. Nashik city buses (Citilinc) stop here.,सातपुर में सिटी बस स्टॉप। नासिक सिटी बसें (सिटीलिंक) यहाँ रुकती हैं।,सातपूर मधील शहर बस थांबा. नाशिक शहर बस (सिटीलिंक) येथे थांबतात.,,,,,claude-osm,2026-09-16,https://www.openstreetmap.org/node/3318747593
bus-stop-shramik-nagar,Shramik Nagar Bus Stop,श्रमिक नगर बस स्टॉप,श्रमिक नगर बस थांबा,bus stop|city bus|citilinc|bus|बस स्टॉप|बस थांबा,transport,19.99618,73.71158,Satpur,City bus stop in Satpur. Nashik city buses (Citilinc) stop here.,सातपुर में सिटी बस स्टॉप। नासिक सिटी बसें (सिटीलिंक) यहाँ रुकती हैं।,सातपूर मधील शहर बस थांबा. नाशिक शहर बस (सिटीलिंक) येथे थांबतात.,,,,,claude-osm,2026-09-16,https://www.openstreetmap.org/node/3318747594
bus-stop-shivaji-nagar-satpur,Shivaji Nagar Bus Stop,शिवाजी नगर बस स्टॉप,शिवाजी नगर बस थांबा,bus stop|city bus|citilinc|bus|बस स्टॉप|बस थांबा,transport,20.00531,73.71161,Satpur,City bus stop in Satpur. Nashik city buses (Citilinc) stop here.,सातपुर में सिटी बस स्टॉप। नासिक सिटी बसें (सिटीलिंक) यहाँ रुकती हैं।,सातपूर मधील शहर बस थांबा. नाशिक शहर बस (सिटीलिंक) येथे थांबतात.,,,,,claude-osm,2026-09-16,https://www.openstreetmap.org/node/3318747595
